id,area,centroid,rectangle
443,6,"(179, 106)","((179, 105), (181, 108))"
444,8,"(182, 105)","((182, 104), (184, 108))"
445,6,"(89, 107)","((89, 106), (91, 109))"
446,10,"(140, 108)","((140, 106), (142, 111))"
447,10,"(143, 109)","((143, 107), (145, 112))"
448,6,"(167, 108)","((167, 107), (169, 110))"
449,22,"(170, 112)","((170, 107), (172, 118))"
450,16,"(185, 110)","((185, 107), (187, 115))"
451,4,"(188, 107)","((188, 107), (190, 109))"
452,14,"(191, 110)","((191, 107), (193, 114))"
453,16,"(194, 110)","((194, 107), (196, 115))"
454,4,"(218, 106)","((218, 106), (220, 108))"
455,4,"(221, 106)","((221, 106), (223, 108))"
456,16,"(47, 112)","((47, 109), (49, 117))"
457,4,"(86, 109)","((86, 109), (88, 111))"
458,6,"(128, 110)","((128, 109), (130, 112))"
459,18,"(146, 112)","((146, 108), (148, 117))"
460,12,"(152, 110)","((152, 108), (154, 114))"
461,6,"(155, 110)","((155, 109), (157, 112))"
462,8,"(158, 109)","((158, 108), (160, 112))"
463,10,"(161, 111)","((161, 109), (163, 114))"
464,20,"(176, 112)","((176, 108), (178, 118))"
465,16,"(182, 112)","((182, 109), (184, 117))"
466,8,"(203, 110)","((203, 109), (205, 113))"
467,4,"(236, 108)","((236, 108), (238, 110))"
468,4,"(239, 109)","((239, 108), (240, 112))"
469,8,"(8, 111)","((8, 110), (10, 114))"
470,6,"(50, 112)","((50, 111), (52, 114))"
471,12,"(68, 113)","((68, 111), (70, 117))"
472,8,"(167, 112)","((167, 111), (169, 115))"
473,12,"(179, 112)","((179, 110), (181, 116))"
474,6,"(197, 112)","((197, 111), (199, 114))"
475,8,"(206, 112)","((206, 111), (208, 115))"
476,10,"(44, 115)","((44, 113), (46, 118))"
477,4,"(71, 113)","((71, 113), (73, 115))"
478,4,"(86, 112)","((86, 112), (88, 114))"
479,30,"(95, 120)","((95, 113), (97, 128))"
480,6,"(119, 113)","((119, 112), (121, 115))"
481,4,"(218, 112)","((218, 112), (220, 114))"
482,6,"(29, 116)","((29, 115), (31, 118))"
483,22,"(86, 120)","((86, 115), (88, 126))"
484,14,"(89, 118)","((89, 115), (91, 122))"
485,10,"(113, 117)","((113, 115), (115, 120))"
486,4,"(122, 114)","((122, 114), (124, 116))"
487,6,"(125, 115)","((125, 114), (127, 117))"
488,12,"(158, 116)","((158, 114), (160, 120))"
489,6,"(173, 116)","((173, 115), (175, 118))"
490,10,"(188, 117)","((188, 115), (190, 120))"
491,24,"(209, 119)","((209, 114), (211, 126))"
492,28,"(212, 120)","((212, 114), (214, 128))"
