id,area,centroid,rectangle
293,8,"(849, 174)","((848, 174), (852, 176))"
294,8,"(130, 176)","((129, 176), (133, 178))"
295,3289,"(745, 213)","((708, 176), (784, 262))"
296,8,"(837, 177)","((836, 177), (840, 179))"
297,8,"(133, 179)","((132, 179), (136, 181))"
298,86,"(353, 181)","((347, 178), (360, 187))"
299,8,"(368, 178)","((367, 178), (371, 180))"
300,8,"(843, 180)","((842, 180), (846, 182))"
301,214,"(780, 190)","((771, 182), (790, 201))"
302,146,"(180, 191)","((172, 185), (189, 198))"
303,446,"(331, 199)","((313, 184), (352, 214))"
304,40,"(377, 186)","((374, 184), (382, 190))"
305,8,"(535, 185)","((534, 185), (538, 187))"
306,568,"(641, 198)","((628, 184), (656, 214))"
307,30,"(554, 189)","((552, 187), (559, 193))"
308,6,"(1, 189)","((0, 189), (3, 191))"
309,8,"(16, 188)","((15, 188), (19, 190))"
310,8,"(309, 189)","((308, 189), (312, 191))"
311,16,"(356, 189)","((354, 188), (359, 192))"
312,1011,"(93, 210)","((78, 191), (110, 233))"
313,8,"(448, 191)","((447, 191), (451, 193))"
314,8,"(461, 190)","((460, 190), (464, 192))"
315,13,"(805, 192)","((803, 191), (808, 194))"
316,1469,"(944, 218)","((906, 191), (964, 255))"
317,8,"(959, 190)","((958, 190), (962, 192))"
318,6,"(1, 192)","((0, 192), (3, 194))"
319,482,"(262, 203)","((239, 193), (281, 216))"
320,47,"(661, 194)","((657, 192), (667, 199))"
321,8,"(699, 192)","((698, 192), (702, 194))"
322,50,"(1, 201)","((0, 195), (4, 209))"
323,65,"(817, 199)","((812, 195), (823, 204))"
324,384,"(29, 208)","((15, 196), (43, 221))"
325,8,"(58, 197)","((57, 197), (61, 199))"
326,238,"(153, 207)","((143, 199), (165, 216))"
327,89,"(233, 203)","((229, 199), (240, 210))"
328,8,"(604, 200)","((603, 200), (607, 202))"
329,8,"(118, 203)","((117, 203), (121, 205))"
330,4877,"(674, 255)","((630, 202), (721, 307))"
331,59,"(301, 208)","((297, 205), (308, 214))"
332,54,"(356, 207)","((349, 205), (364, 211))"
333,8,"(600, 204)","((599, 204), (603, 206))"
334,72,"(621, 208)","((614, 204), (628, 215))"
335,29,"(399, 209)","((397, 207), (403, 213))"
336,6,"(1, 210)","((0, 210), (3, 212))"
337,21,"(381, 212)","((380, 210), (385, 215))"
338,352,"(8, 227)","((0, 213), (22, 242))"
339,8,"(424, 212)","((423, 212), (427, 214))"
340,8,"(541, 212)","((540, 212), (544, 214))"
341,227,"(644, 222)","((634, 212), (655, 231))"
342,8,"(128, 214)","((127, 214), (131, 216))"
343,129,"(875, 220)","((867, 215), (886, 226))"
344,8,"(624, 216)","((623, 216), (627, 218))"
345,522,"(825, 229)","((805, 217), (842, 241))"
346,8,"(231, 219)","((230, 219), (234, 221))"
347,16,"(299, 222)","((297, 221), (302, 225))"
348,24,"(210, 224)","((208, 222), (214, 227))"
349,13,"(254, 224)","((252, 223), (257, 226))"
350,8,"(288, 222)","((287, 222), (291, 224))"
351,492,"(344, 238)","((333, 225), (359, 251))"
352,8,"(802, 224)","((801, 224), (805, 226))"
353,31,"(918, 226)","((913, 225), (924, 229))"
354,94,"(786, 232)","((781, 227), (793, 239))"
355,8,"(29, 229)","((28, 229), (32, 231))"
356,95,"(153, 234)","((147, 229), (162, 239))"
357,8,"(308, 229)","((307, 229), (311, 231))"
358,16,"(891, 230)","((889, 229), (894, 233))"
359,14,"(161, 231)","((159, 230), (165, 233))"
360,8,"(193, 233)","((192, 233), (196, 235))"
361,462,"(304, 248)","((289, 235), (322, 267))"
362,112,"(412, 239)","((406, 234), (421, 245))"
363,271,"(264, 251)","((254, 237), (277, 262))"
364,8,"(628, 236)","((627, 236), (631, 238))"
365,8,"(124, 239)","((123, 239), (127, 241))"
366,23,"(167, 239)","((164, 238), (171, 242))"
367,28,"(862, 240)","((859, 238), (867, 243))"
368,47,"(1, 247)","((0, 242), (5, 254))"
369,8,"(568, 242)","((567, 242), (571, 244))"
370,28,"(820, 244)","((817, 242), (826, 247))"
371,8,"(832, 242)","((831, 242), (835, 244))"
372,374,"(893, 252)","((880, 243), (908, 263))"
373,145,"(165, 257)","((160, 247), (173, 267))"
374,8,"(524, 247)","((523, 247), (527, 249))"
375,494,"(549, 257)","((534, 246), (567, 270))"
376,8,"(779, 247)","((778, 247), (782, 249))"
377,8,"(789, 246)","((788, 246), (792, 248))"
378,8,"(280, 248)","((279, 248), (283, 250))"
379,8,"(400, 248)","((399, 248), (403, 250))"
380,119,"(435, 253)","((430, 248), (443, 262))"
381,14,"(505, 250)","((503, 249), (509, 252))"
382,31,"(752, 251)","((749, 249), (757, 256))"
383,25,"(823, 250)","((820, 249), (829, 253))"
384,26,"(807, 251)","((805, 250), (812, 255))"
385,8,"(856, 251)","((855, 251), (859, 253))"
386,6,"(1, 255)","((0, 255), (3, 257))"
387,104,"(608, 259)","((602, 255), (617, 266))"
388,19,"(841, 256)","((839, 255), (845, 259))"
389,101,"(391, 261)","((385, 256), (399, 268))"
390,192,"(363, 266)","((356, 259), (373, 275))"
391,8,"(578, 259)","((577, 259), (581, 261))"
392,30,"(595, 261)","((592, 259), (600, 265))"
393,8,"(774, 258)","((773, 258), (777, 260))"
394,16,"(750, 261)","((747, 260), (755, 264))"
