id,area,centroid,rectangle
434,257,"(777, 410)","((768, 401), (787, 421))"
435,600,"(911, 414)","((897, 401), (927, 428))"
436,6,"(1, 402)","((0, 402), (3, 404))"
437,554,"(749, 417)","((734, 404), (763, 432))"
438,36,"(445, 408)","((442, 406), (450, 411))"
439,16,"(888, 407)","((886, 406), (891, 410))"
440,354,"(850, 420)","((841, 409), (862, 433))"
441,24,"(299, 411)","((297, 410), (303, 415))"
442,8,"(888, 411)","((887, 411), (891, 413))"
443,19,"(219, 413)","((217, 412), (223, 416))"
444,8,"(409, 413)","((408, 413), (412, 415))"
445,747,"(403, 438)","((383, 416), (424, 456))"
446,22,"(695, 417)","((692, 416), (699, 420))"
447,8,"(607, 419)","((606, 419), (610, 421))"
448,19,"(390, 422)","((388, 421), (394, 425))"
449,111,"(459, 426)","((454, 420), (468, 432))"
450,71,"(937, 424)","((932, 421), (945, 430))"
451,8,"(700, 422)","((699, 422), (703, 424))"
452,8,"(179, 424)","((178, 424), (182, 426))"
453,218,"(15, 432)","((5, 426), (26, 441))"
454,32,"(350, 429)","((347, 427), (354, 433))"
455,43,"(394, 429)","((390, 427), (399, 433))"
456,319,"(54, 435)","((36, 428), (68, 447))"
457,136,"(535, 433)","((527, 428), (545, 440))"
458,100,"(555, 436)","((549, 431), (562, 442))"
459,384,"(604, 440)","((592, 431), (618, 452))"
460,200,"(722, 436)","((712, 431), (735, 444))"
461,14,"(364, 433)","((362, 432), (368, 435))"
462,19,"(922, 433)","((920, 432), (926, 436))"
463,8,"(207, 435)","((206, 435), (210, 437))"
464,51,"(678, 439)","((675, 435), (682, 444))"
465,19,"(798, 436)","((796, 435), (802, 439))"
466,8,"(807, 435)","((806, 435), (810, 437))"
467,194,"(937, 444)","((927, 435), (951, 454))"
468,13,"(430, 438)","((428, 437), (433, 440))"
469,351,"(433, 448)","((421, 437), (447, 460))"
470,19,"(103, 439)","((101, 438), (107, 442))"
471,26,"(780, 440)","((777, 439), (785, 443))"
472,595,"(822, 462)","((803, 439), (835, 490))"
473,8,"(867, 438)","((866, 438), (870, 440))"
474,385,"(909, 452)","((896, 439), (920, 465))"
475,8,"(223, 443)","((222, 443), (226, 445))"
476,13,"(8, 446)","((6, 445), (11, 448))"
477,22,"(127, 445)","((124, 444), (131, 448))"
478,43,"(207, 446)","((204, 444), (213, 450))"
479,53,"(308, 448)","((303, 445), (314, 452))"
480,16,"(777, 446)","((775, 445), (780, 449))"
481,35,"(75, 449)","((72, 447), (80, 453))"
482,72,"(274, 451)","((270, 447), (280, 457))"
483,137,"(632, 453)","((626, 447), (639, 460))"
484,51,"(787, 448)","((783, 446), (794, 452))"
485,646,"(138, 465)","((116, 449), (154, 485))"
486,21,"(352, 451)","((351, 449), (356, 454))"
487,65,"(470, 451)","((466, 448), (476, 457))"
488,134,"(216, 456)","((206, 450), (226, 463))"
489,35,"(865, 455)","((861, 453), (870, 458))"
490,23,"(584, 456)","((582, 455), (589, 459))"
491,24,"(734, 456)","((732, 454), (738, 459))"
492,18,"(91, 458)","((89, 457), (95, 461))"
493,23,"(101, 458)","((98, 457), (105, 461))"
494,101,"(359, 461)","((349, 457), (367, 468))"
495,8,"(395, 457)","((394, 457), (398, 459))"
496,59,"(755, 460)","((752, 456), (761, 465))"
497,231,"(45, 465)","((37, 458), (56, 473))"
498,52,"(651, 462)","((647, 459), (657, 467))"
499,14,"(788, 459)","((786, 458), (792, 461))"
500,8,"(728, 460)","((727, 460), (731, 462))"
501,38,"(960, 464)","((957, 461), (964, 468))"
502,20,"(170, 463)","((167, 462), (175, 466))"
503,13,"(291, 463)","((289, 462), (294, 465))"
504,13,"(326, 464)","((324, 463), (329, 466))"
505,22,"(354, 464)","((351, 463), (358, 467))"
506,47,"(675, 464)","((671, 462), (681, 468))"
507,13,"(728, 464)","((726, 463), (731, 466))"
508,68,"(775, 467)","((771, 463), (781, 473))"
509,601,"(266, 480)","((251, 465), (282, 497))"
510,103,"(188, 470)","((183, 466), (196, 476))"
511,178,"(723, 471)","((713, 467), (734, 478))"
512,27,"(850, 468)","((848, 467), (855, 472))"
513,8,"(168, 468)","((167, 468), (171, 470))"
514,63,"(461, 472)","((457, 469), (467, 478))"
515,106,"(603, 474)","((597, 469), (610, 481))"
516,133,"(883, 480)","((878, 471), (890, 489))"
517,18,"(939, 471)","((937, 470), (943, 474))"
518,8,"(170, 472)","((169, 472), (173, 474))"
519,106,"(433, 476)","((427, 472), (440, 482))"
520,36,"(615, 474)","((612, 472), (620, 478))"
521,14,"(961, 474)","((960, 473), (964, 477))"
522,13,"(339, 475)","((337, 474), (342, 477))"
523,484,"(414, 493)","((399, 475), (433, 505))"
524,180,"(779, 482)","((770, 476), (790, 490))"
525,238,"(214, 486)","((206, 478), (224, 498))"
526,32,"(420, 482)","((417, 480), (424, 486))"
527,50,"(472, 482)","((468, 480), (478, 487))"
528,8,"(737, 481)","((736, 481), (740, 483))"
529,118,"(898, 487)","((893, 481), (905, 495))"
530,57,"(923, 483)","((920, 480), (929, 488))"
531,513,"(306, 493)","((292, 482), (322, 511))"
532,91,"(553, 488)","((549, 483), (559, 495))"
533,40,"(869, 486)","((866, 483), (874, 490))"
534,435,"(947, 492)","((933, 483), (963, 504))"
535,147,"(82, 492)","((74, 485), (90, 500))"
